item's link,item's name,Hero name,Type of the item,item's price,min price,max price,avg price,buys call
https://market.dota2.net/item/2777687741-2789688564-Exalted%20Feast%20of%20Abscession/,Exalted Feast of Abscession,Pudge,Arcana ExaltedСпина,1 750.2  ,1 305.1 ,1 714.99 ,1 516.9 ,101
https://market.dota2.net/item/533252955-3275321264-Soul%20Diffuser/,Soul Diffuser,Spectre,Weapon,2 347.37  ,800 ,2 451.43 ,1 355.05 ,500+
https://market.dota2.net/item/340943103-340885147-Auspicious%20Ember%20Spirit%27s%20Hat/,None,Ember Spirit,Legendary УдачливыйГолова,1 038.66  ,24.38 ,208.92 ,105.87 ,500+
https://market.dota2.net/item/996698936-253039735-Inscribed%20Vigil%20Signet/,None,Sven,Immortal InscribedРуки,397.18  ,30.62 ,131.79 ,71.11 ,500+
https://market.dota2.net/item/2070024052-1625510600-Infused%20Pauldron%20of%20the%20Dreadborn%20Regent/,None,Wraith King,Mythical InfusedПлечи,471.91  ,250 ,999.44 ,460.86 ,500+
https://market.dota2.net/item/4742121445-57949762-Winter%20Lineage%20Allure%20of%20the%20Deep/,Winter Lineage Allure of the Deep,Naga Siren,Rare StandardН/Д,6 195.89  ,4 ,49.95 ,21.37 ,500+
https://market.dota2.net/item/4056581925-57949762-Tales%20of%20the%20Ardalan%20Interdictor/,Tales of the Ardalan Interdictor,Sniper,Immortal StandardН/Д,14 998.82  ,6 325.2 ,18 499.99 ,9 916.78 ,500+
https://market.dota2.net/item/243524241-0-Scree%27auk%27s%20Talon/,Scree'auk's Talon,Vengeful Spirit,Immortal StandardОружие,815  ,334.12 ,819.99 ,529.98 ,500+
https://market.dota2.net/item/177643413-0-Whalehook/,Whalehook,Pudge,Immortal StandardОружие,271  ,93.06 ,396.38 ,180.51 ,500+
https://market.dota2.net/item/230751399-560639440-Kinetic%3A%20Fireborn%20Assault/,Кинетический: Fireborn Assault,None,Н/Д,645.85  ,364.48 ,978.32 ,594.67 ,500+
https://market.dota2.net/item/606183931-1625510296-The%20King%27s%20Nightmare/,The King's Nightmare,Lycan,Mythical Standard4-я способность,2 621.34  ,0.5 ,18 ,2.8 ,500+
https://market.dota2.net/item/342651391-1485590338-Fractal%20Horns%20of%20Inner%20Abysm/,Fractal Horns of Inner Abysm,Terrorblade,Голова,3 251  ,1 137.04 ,1 628.41 ,1 311.17 ,131
https://market.dota2.net/item/606183931-1625510296-The%20King%27s%20Nightmare/,The King's Nightmare,Lycan,Mythical Standard4-я способность,2 621.34  ,0.5 ,18 ,2.8 ,500+
https://market.dota2.net/item/3729031415-1625510296-Armor%20of%20Vile%20Reliquary/,Armor of Vile Reliquary,Wraith King,Броня,498  ,23.84 ,556.99 ,210.35 ,500+
https://market.dota2.net/item/4888381441-57949762-Heir%20of%20Menace/,Heir of Menace,Invoker,Mythical StandardН/Д,4 499.99  ,3 218.22 ,5 500 ,4 620.63 ,500+
https://market.dota2.net/item/4056581347-1625510296-Pack%20of%20the%20Ardalan%20Interdictor/,Pack of the Ardalan Interdictor,Sniper,Спина,557.31  ,280.01 ,1 040.26 ,488.2 ,500+
https://market.dota2.net/item/5085319453-57949762-Astral%20Origins/,Astral Origins,Tiny,Н/Д,2 545  ,1 200.17 ,2 500 ,1 632.93 ,466
https://market.dota2.net/item/5123371871-1625510296-Unities%20of%20Discord%20-%20Weapon/,Unities of Discord - Weapon,Chaos Knight,Оружие,230.56  ,94.38 ,300 ,163.68 ,125
https://market.dota2.net/item/3481260924-1625510296-Armor%20of%20the%20Demon%20Trickster/,Armor of the Demon Trickster,Monkey King,Броня,3 900  ,1 622.22 ,3 963.78 ,2 765.72 ,500+
https://market.dota2.net/item/522511421-1588988216-Pale%20Mausoleum/,Pale Mausoleum,Undying,3-я способность,372.74  ,246 ,417.04 ,308.4 ,107
https://market.dota2.net/item/533252956-2116328289-Crystal%20Dryad/,Crystal Dryad,Tiny,Оружие,385  ,148.43 ,250.22 ,198.17 ,185
https://market.dota2.net/item/536077768-0-Scorching%20Talon/,Scorching Talon,Pudge,Mythical StandardОружие,1 100  ,827.92 ,2 780.21 ,1 406.8 ,500+
https://market.dota2.net/item/606175608-230180067-Demon%20Eater/,Demon Eater,Shadow Fiend,Голова,1 628.34  ,1 000 ,1 898.49 ,1 310.5 ,500+
https://market.dota2.net/item/497885051-1954975001-Muh%20Keen%20Gun/,Muh Keen Gun,Sniper,Оружие,792.76  ,192.54 ,308.39 ,253.21 ,126
https://market.dota2.net/item/4056581819-57949762-Scorn%20of%20the%20Winged%20Sentinel/,Scorn of the Winged Sentinel,Luna,Н/Д,350  ,140 ,569.55 ,252.4 ,500+
https://market.dota2.net/item/4056581916-57949762-Provocation%20of%20Ruin/,Provocation of Ruin,Juggernaut,Н/Д,5 650  ,3 552.97 ,9 134.96 ,5 274.45 ,500+
https://market.dota2.net/item/533252953-3361756675-Flourishing%20Lodestar/,Flourishing Lodestar,Enchantress,Immortal StandardГолова,424.03  ,178.36 ,726.04 ,373.84 ,500+
https://market.dota2.net/item/582784024-1951943069-Swine%20of%20the%20Sunken%20Galley/,Swine of the Sunken Galley,Techies,Животное,1 330  ,921.06 ,1 508.46 ,1 211.92 ,251
https://market.dota2.net/item/1506960572-57944754-Treasure%20Upgrade%20Infuser%20-%20Winter%202016/,Treasure Upgrade Infuser - Winter 2016,None,Н/Д,500  ,3.55 ,425 ,34.93 ,500+
https://market.dota2.net/item/1880241101-57949762-Golden%20Hydrakan%20Latch/,Golden Hydrakan Latch,Slark,Оружие,2 780.21  ,1 003.97 ,3 464.99 ,1 876.53 ,500+
https://market.dota2.net/item/560567810-817398224-Wandering%20Harlequin%27s%20Crest/,Wandering Harlequin's Crest,Rubick,Голова,4 301  ,0.5 ,40.6 ,3.45 ,201
https://market.dota2.net/item/2019426087-1625510600-Infused%20Book%20of%20the%20Vizier%20Exile/,None,Dark Seer,Mythical InfusedСпина,321  ,1 ,357.46 ,140.79 ,500+
https://market.dota2.net/item/2777687741-2785980731-Exalted%20Feast%20of%20Abscession/,Exalted Feast of Abscession,Pudge,Спина,1 906.43  ,1 134.46 ,2 021.06 ,1 473.1 ,185
https://market.dota2.net/item/1543940740-0-Prismatic%20Grace/,Prismatic Grace,Naga Siren,Mythical StandardН/Д,330  ,5.4 ,210.51 ,28.08 ,500+
https://market.dota2.net/item/4056885176-1625510296-Weapon%20of%20the%20Ardalan%20Interdictor/,Weapon of the Ardalan Interdictor,Sniper,Оружие,13 106.69  ,5 378.36 ,16 499 ,8 267.5 ,500+
https://market.dota2.net/item/4056581814-57949762-Bombtrails%20and%20Boomsticks/,Bombtrails and Boomsticks,Techies,Н/Д,239.39  ,116.03 ,382.08 ,190.12 ,500+
https://market.dota2.net/item/4056885181-1625510296-Helm%20of%20the%20Ardalan%20Interdictor/,Helm of the Ardalan Interdictor,Sniper,Голова,1 328.75  ,500 ,1 545 ,829.59 ,500+
https://market.dota2.net/item/2777687741-2786214732-Exalted%20Feast%20of%20Abscession/,Exalted Feast of Abscession,Pudge,Спина,1 588.69  ,1 100 ,1 946.15 ,1 469.25 ,139
https://market.dota2.net/item/1326933720-948149725-Whisky%20the%20Stout%20Artifact/,Whisky the Stout Artifact,Tusk,Immortal StandardСпина,1 676  ,400.06 ,1 719.76 ,922.39 ,500+
https://market.dota2.net/item/2050795458-1625510296-Armor%20of%20Grim%20Reformation/,Armor of Grim Reformation,Undying,Mythical StandardБроня,367.99  ,104.49 ,967.49 ,351.66 ,500+
https://market.dota2.net/item/2209573902-57943523-Bladeform%20Legacy%20Bundle/,Комплект Bladeform Legacy,Juggernaut,Н/Д,3 554  ,1 466.56 ,3 994.44 ,2 451.21 ,500+
https://market.dota2.net/item/2814099687-2821150792-Emerald%20Conquest/,Emerald Conquest,Abyssal Underlord,Оружие,317.74  ,3.03 ,18.12 ,11.74 ,84
https://market.dota2.net/item/1016802979-57949762-Faceless%20Rex/,Faceless Rex,None,Курьер,1 399.99  ,730.7 ,2 097.39 ,1 283.6 ,500+
https://market.dota2.net/item/1116732354-1269517033-Inscribed%20Piston%20Impaler/,None,Bristleback,Спина,435  ,155.57 ,322.79 ,256.33 ,34
https://market.dota2.net/item/1814290122-1900963695-Dark%20Artistry%20Pauldrons/,Dark Artistry Pauldrons,Invoker,Плечи,649  ,196.02 ,316.97 ,263.07 ,66
https://market.dota2.net/item/1946939207-1625510296-Hat%20of%20the%20Witch%20Hunter%20Templar/,Hat of the Witch Hunter Templar,Kunkka,Uncommon StandardГолова,249.31  ,103.31 ,550 ,246.27 ,500+
https://market.dota2.net/item/4480661957-57949762-Hidden%20Vector/,Hidden Vector,Void_spirit,Н/Д,2 654.75  ,1 334.35 ,4 950 ,2 042.58 ,500+
https://market.dota2.net/item/4056862749-1625510296-Provocation%20of%20Ruin%20Bracers/,Provocation of Ruin Bracers,Juggernaut,Руки,649  ,31 ,1 064.94 ,383.95 ,500+
https://market.dota2.net/item/4056862744-1625510296-Provocation%20of%20Ruin%20Sword/,Provocation of Ruin Sword,Juggernaut,Оружие,1 269.8  ,846 ,2 375 ,1 273.75 ,500+
https://market.dota2.net/item/4056862745-1625510296-Provocation%20of%20Ruin%20Belt/,Provocation of Ruin Belt,Juggernaut,Ноги,858.89  ,504.7 ,1 744.16 ,830.45 ,500+
https://market.dota2.net/item/5123371872-1625510296-Unities%20of%20Discord%20-%20Shoulder/,Unities of Discord - Shoulder,Chaos Knight,Плечи,1 198  ,805.11 ,1 650 ,1 150.05 ,159
https://market.dota2.net/item/4056581346-57949762-Origin%20of%20the%20Unmaking/,Origin of the Unmaking,Bane,Голова,827.73  ,536 ,999 ,710.22 ,500+
https://market.dota2.net/item/2814100347-2833973432-Savage%20Mettle/,Savage Mettle,Spirit Breaker,Оружие,238.31  ,12.95 ,36.76 ,20.14 ,128
https://market.dota2.net/item/2880705103-2901430221-Malefic%20Drake%27s%20Strike/,Malefic Drake's Strike,Viper,Хвост,238.31  ,13.21 ,32.81 ,22.17 ,135
https://market.dota2.net/item/2777687741-2785882645-Exalted%20Feast%20of%20Abscession/,Exalted Feast of Abscession,Pudge,Спина,1 624  ,1 015.9 ,2 000.16 ,1 467.75 ,275
https://market.dota2.net/item/2948976654-2948980638-Codicil%20of%20the%20Veiled%20Ones/,Codicil of the Veiled Ones,Phantom Assassin,Голова,1 771  ,651.83 ,1 096.37 ,857.31 ,173
https://market.dota2.net/item/3305756613-1625510296-Staff%20of%20the%20Impossible%20Realm/,Staff of the Impossible Realm,Rubick,Оружие,840  ,195.82 ,900 ,435.51 ,500+
https://market.dota2.net/item/3481251710-230145964-Tines%20of%20Tybara/,Tines of Tybara,Bounty Hunter,Оружие,210  ,117 ,329 ,197.27 ,154
https://market.dota2.net/item/57939767-0-Toga%20of%20the%20Peace-Bringer/,Toga of the Peace-Bringer,Furion,Uncommon StandardСпина,10 000  ,0.5 ,58.5 ,3.92 ,500+
https://market.dota2.net/item/395548476-758689323-Murder%20Mask/,Murder Mask,Pudge,Голова,556.4  ,29.51 ,60.81 ,41.71 ,150
https://market.dota2.net/item/230158277-3217251405-Prismatic%3A%20Ships%20in%20the%20Night/,Призматический: Ships in the Night,None,Н/Д,700  ,320 ,821.99 ,446.83 ,61
https://market.dota2.net/item/253037293-0-Hat%20of%20The%20Howling%20Wolf/,Hat of The Howling Wolf,Sniper,Голова,300  ,0.5 ,21 ,1.99 ,500+
https://market.dota2.net/item/524844105-1129509001-Gravelmaw/,Gravelmaw,Earthshaker,Immortal StandardОружие,476.91  ,58.8 ,105.91 ,81.8 ,122
https://market.dota2.net/item/771156290-1875682126-Genuine%20Bloodfeather%20Wings/,None,Queen of Pain,Immortal GenuineСпина,1 229.3  ,300 ,806.99 ,470 ,81
https://market.dota2.net/item/1222415965-0-Announcer%3A%20Rick%20and%20Morty/,Announcer: Rick and Morty,None,Комментатор,387.46  ,200 ,630.36 ,349.66 ,500+
https://market.dota2.net/item/4056885175-1625510296-Bracers%20of%20the%20Ardalan%20Interdictor/,Bracers of the Ardalan Interdictor,Sniper,Руки,441.35  ,131.42 ,714.47 ,332.56 ,500+
https://market.dota2.net/item/4614293506-57949762-Hellfire%20Insurgent/,Hellfire Insurgent,Lina,Н/Д,298.07  ,65.99 ,589.5 ,284.76 ,230
https://market.dota2.net/item/4796731647-57949762-Spring%20Lineage%20Eternal%20Harvest/,Spring Lineage Eternal Harvest,Shadow Fiend,Н/Д,914.99  ,340 ,1 032.51 ,566.9 ,500+
https://market.dota2.net/item/4056862744-1625510296-Provocation%20of%20Ruin%20Sword/,Provocation of Ruin Sword,Juggernaut,Оружие,1 269.8  ,846 ,2 375 ,1 273.85 ,500+
https://market.dota2.net/item/4056862745-1625510296-Provocation%20of%20Ruin%20Belt/,Provocation of Ruin Belt,Juggernaut,Ноги,858.89  ,504.7 ,1 744.16 ,830.52 ,500+
https://market.dota2.net/item/2814099687-2821150792-Emerald%20Conquest/,Emerald Conquest,Abyssal Underlord,Оружие,317.94  ,3.03 ,18.13 ,11.74 ,84
https://market.dota2.net/item/2880705103-2901430221-Malefic%20Drake%27s%20Strike/,Malefic Drake's Strike,Viper,Хвост,238.46  ,13.21 ,32.83 ,22.17 ,135
https://market.dota2.net/item/5123371872-1625510296-Unities%20of%20Discord%20-%20Shoulder/,Unities of Discord - Shoulder,Chaos Knight,Плечи,1 198  ,805.11 ,1 650 ,1 150.09 ,159
https://market.dota2.net/item/524844105-1129509001-Gravelmaw/,Gravelmaw,Earthshaker,Immortal StandardОружие,476.91  ,58.8 ,105.91 ,81.8 ,122
https://market.dota2.net/item/395548476-758689323-Murder%20Mask/,Murder Mask,Pudge,Голова,556.4  ,29.51 ,60.81 ,41.71 ,150
https://market.dota2.net/item/771156290-1875682126-Genuine%20Bloodfeather%20Wings/,None,Queen of Pain,Immortal GenuineСпина,1 229.3  ,300 ,806.99 ,470 ,81
https://market.dota2.net/item/253037293-0-Hat%20of%20The%20Howling%20Wolf/,Hat of The Howling Wolf,Sniper,Голова,300  ,0.5 ,21 ,1.99 ,500+
https://market.dota2.net/item/2880706438-2882650436-Zeal%20of%20Omoz%20Arkosh/,Zeal of Omoz Arkosh,Doom Bringer,Руки,556.4  ,9 ,45.97 ,18.54 ,150
https://market.dota2.net/item/2974024428-3245958627-Glaive%20of%20Oscilla/,Glaive of Oscilla,Silencer,Оружие,27 342.82  ,251.06 ,395 ,311.52 ,97
https://market.dota2.net/item/230158277-3217251405-Prismatic%3A%20Ships%20in%20the%20Night/,Призматический: Ships in the Night,None,Н/Д,700  ,320 ,821.99 ,446.83 ,61
https://market.dota2.net/item/1222415965-0-Announcer%3A%20Rick%20and%20Morty/,Announcer: Rick and Morty,None,Комментатор,387.46  ,200 ,630.36 ,349.66 ,500+
https://market.dota2.net/item/4056885175-1625510296-Bracers%20of%20the%20Ardalan%20Interdictor/,Bracers of the Ardalan Interdictor,Sniper,Руки,441.35  ,131.42 ,714.47 ,332.56 ,500+
https://market.dota2.net/item/2956152800-3453484216-Golden%20Bloodfeather%20Feast/,Golden Bloodfeather Feast,Queen of Pain,Оружие,715.37  ,67 ,160.9 ,110.86 ,159
https://market.dota2.net/item/57939767-0-Toga%20of%20the%20Peace-Bringer/,Toga of the Peace-Bringer,Furion,Uncommon StandardСпина,10 000  ,0.5 ,58.5 ,3.92 ,500+
https://market.dota2.net/item/4614293506-57949762-Hellfire%20Insurgent/,Hellfire Insurgent,Lina,Н/Д,298.07  ,65.99 ,589.5 ,284.76 ,230
https://market.dota2.net/item/4796731647-57949762-Spring%20Lineage%20Eternal%20Harvest/,Spring Lineage Eternal Harvest,Shadow Fiend,Н/Д,914.99  ,340 ,1 032.51 ,566.9 ,500+
https://market.dota2.net/item/2814100347-2845795051-Savage%20Mettle/,Savage Mettle,Spirit Breaker,Оружие,576.03  ,12.16 ,33.22 ,20.09 ,64
https://market.dota2.net/item/524844106-1514048374-Severing%20Crest/,Severing Crest,Razor,Голова,655.04  ,328 ,557.19 ,391.61 ,97
https://market.dota2.net/item/466386035-3352472669-Insatiable%20Bonesaw/,Insatiable Bonesaw,Pudge,Доп. оружие,1 437.9  ,1 234.03 ,1 886.07 ,1 386.14 ,56
https://market.dota2.net/item/223206157-0-Burden%20of%20the%20Exiled%20Ronin/,Burden of the Exiled Ronin,Juggernaut,Голова,300  ,0.48 ,63.59 ,4.04 ,500+
https://market.dota2.net/item/782527558-606178355-Inscribed%20Demon%20Eater/,None,Shadow Fiend,Голова,5 325.5  ,856 ,2 414.76 ,1 608.55 ,500+
https://market.dota2.net/item/2457164242-2483042577-Alluvion%20Prophecy/,Alluvion Prophecy,None,Оружие,298  ,125 ,330 ,168.35 ,30
https://market.dota2.net/item/2457164244-2973673163-Concord%20Dominion/,Concord Dominion,Phantom Lancer,Плечи,310  ,192 ,316.48 ,238.33 ,81
https://market.dota2.net/item/1946935868-1625510296-Tail%20of%20the%20Chaos%20Chosen/,Tail of the Chaos Chosen,Centaur Warchief,Uncommon StandardХвост,7 948.5  ,0.5 ,15 ,1.34 ,500+
https://market.dota2.net/item/2085579510-2327799209-Exalted%20Great%20Sage%27s%20Reckoning/,Exalted Great Sage's Reckoning,Monkey King,Голова,3 210  ,996.66 ,1 669.19 ,1 296.73 ,109
https://market.dota2.net/item/533249482-1294606533-Inverse%20Bayonet/,Inverse Bayonet,Kunkka,Immortal StandardОружие,400  ,250 ,429.22 ,325.26 ,150
https://market.dota2.net/item/996701649-1252448730-Offhand%20Basher%20of%20Mage%20Skulls/,Offhand Basher of Mage Skulls,Antimage,Immortal StandardДоп. оружие,953.82  ,48.01 ,116.05 ,76.35 ,97
https://market.dota2.net/item/996813893-1893514910-Vigil%20Signet/,Vigil Signet,Sven,Immortal StandardРуки,556.4  ,39.01 ,114.94 ,76.12 ,44
https://market.dota2.net/item/1476406361-520008156-Infused%20Shade%20of%20the%20Spiteful%20Eye/,None,Shadow Shaman,Mythical InfusedГолова,289.94  ,77.02 ,1 099 ,239.15 ,500+
https://market.dota2.net/item/1625593199-57943523-Matt%20Lange%20Abstraction%20Music%20Pack/,Комплект музыки «Matt Lange - Abstraction»,None,Музыка,220  ,16.62 ,96.91 ,37.79 ,500+
https://market.dota2.net/item/1553406125-57943528-Genuine%20Pale%20Edge/,None,Slark,Mythical GenuineОружие,1 100  ,237.29 ,768.62 ,419.14 ,500+
https://market.dota2.net/item/4056885182-1625510296-Colar%20of%20the%20Ardalan%20Interdictor/,Colar of the Ardalan Interdictor,Sniper,Immortal StandardПлечи,453.06  ,200 ,786.11 ,373.45 ,500+
https://market.dota2.net/item/497876665-232177647-Yulsaria%27s%20Glacier/,Yulsaria's Glacier,Crystal Maiden,Immortal StandardГолова,635.88  ,50 ,366.91 ,117.03 ,500+
https://market.dota2.net/item/644964380-1644113582-Manifold%20Paradox/,Manifold Paradox,Phantom Assassin,Оружие,2 049.99  ,1 052.64 ,2 619 ,1 317.73 ,47
https://market.dota2.net/item/4672397214-57949762-Knight%20of%20the%20Clock%20Tower/,Knight of the Clock Tower,Clockwerk,Н/Д,748  ,0.81 ,9.13 ,3.57 ,56
https://market.dota2.net/item/2777687741-2779101449-Exalted%20Feast%20of%20Abscession/,Exalted Feast of Abscession,Pudge,Спина,1 763.08  ,1 112.3 ,2 146.1 ,1 473.37 ,91
https://market.dota2.net/item/644964380-1631268534-Manifold%20Paradox/,Manifold Paradox,Phantom Assassin,Оружие,1 465  ,953.16 ,1 955.33 ,1 349.6 ,75
https://market.dota2.net/item/782527558-606217795-Inscribed%20Demon%20Eater/,None,Shadow Fiend,Голова,3 215  ,970 ,2 225.5 ,1 349.04 ,213
https://market.dota2.net/item/1116755959-230189101-Focal%20Resonance/,Focal Resonance,Templar Assassin,Immortal StandardОружие,480  ,110 ,874.34 ,310.88 ,500+
https://market.dota2.net/item/2175756223-1625510296-Cannon%20of%20the%20Occultist%27s%20Pursuit/,Cannon of the Occultist's Pursuit,Sniper,Оружие,272.44  ,107.85 ,528.54 ,268.21 ,500+
https://market.dota2.net/item/2457165324-2461839410-Magus%20Accord/,Magus Accord,Invoker,Immortal StandardРуки,799  ,452.99 ,941.9 ,593.69 ,133
